"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2001"	"2001"	57	316041	18.0
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2002"	"2002"	56	306748	18.3
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2003"	"2003"	50	295608	16.9
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"1999"	"1999"	66	330737	20.0
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2000"	"2000"	47	331166	14.2
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2001"	"2001"	47	326149	14.4
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2002"	"2002"	55	316746	17.4
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2003"	"2003"	53	307385	17.2
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"1999"	"1999"	69	337339	20.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2000"	"2000"	64	337378	19.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2001"	"2001"	71	331842	21.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2002"	"2002"	64	327932	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2003"	"2003"	49	318972	15.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"1999"	"1999"	54	329927	16.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2000"	"2000"	59	338448	17.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2001"	"2001"	54	339019	15.9
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2002"	"2002"	69	337648	20.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2003"	"2003"	68	335681	20.3
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"1999"	"1999"	71	309598	22.9
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2000"	"2000"	68	318696	21.3
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2001"	"2001"	60	344500	17.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2002"	"2002"	66	339952	19.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2003"	"2003"	75	337537	22.2
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"1999"	"1999"	61	301780	20.2
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2000"	"2000"	60	310511	19.3
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2001"	"2001"	65	325901	19.9
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2002"	"2002"	76	347189	21.9
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2003"	"2003"	66	342686	19.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"1999"	"1999"	71	294341	24.1
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2000"	"2000"	67	300180	22.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2001"	"2001"	59	313981	18.8
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2002"	"2002"	70	327678	21.4
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2003"	"2003"	70	348650	20.1
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"1999"	"1999"	72	296423	24.3
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2000"	"2000"	87	300352	29.0
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2001"	"2001"	93	305065	30.5
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2002"	"2002"	82	314807	26.0
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2003"	"2003"	64	327874	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"1999"	"1999"	69	288170	23.9
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2000"	"2000"	86	293214	29.3
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2001"	"2001"	83	302312	27.5
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2002"	"2002"	85	307730	27.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2003"	"2003"	76	317981	23.9
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"1999"	"1999"	135	290319	46.5
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2000"	"2000"	87	289009	30.1
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2001"	"2001"	91	300014	30.3
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2002"	"2002"	103	304870	33.8
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2003"	"2003"	90	310467	29.0
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"1999"	"1999"	138	292924	47.1
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2000"	"2000"	149	290706	51.3
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2001"	"2001"	130	291547	44.6
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2002"	"2002"	129	301686	42.8
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2003"	"2003"	117	306165	38.2
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"1999"	"1999"	164	289691	56.6
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2000"	"2000"	161	294437	54.7
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2001"	"2001"	150	293502	51.1
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2002"	"2002"	157	294732	53.3
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2003"	"2003"	158	305273	51.8
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"1999"	"1999"	174	306651	56.7
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2000"	"2000"	177	302820	58.5
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2001"	"2001"	167	298131	56.0
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2002"	"2002"	154	295986	52.0
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2003"	"2003"	151	296714	50.9
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"1999"	"1999"	196	289498	67.7
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2000"	"2000"	203	297553	68.2
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2001"	"2001"	188	301431	62.4
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2002"	"2002"	186	298564	62.3
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2003"	"2003"	221	294863	75.0
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"1999"	"1999"	197	269980	73.0
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2000"	"2000"	216	279689	77.2
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2001"	"2001"	211	302896	69.7
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2002"	"2002"	205	302047	67.9
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2003"	"2003"	192	298311	64.4
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"1999"	"1999"	189	266021	71.0
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2000"	"2000"	212	268153	79.1
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2001"	"2001"	203	283892	71.5
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2002"	"2002"	224	301401	74.3
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2003"	"2003"	227	299114	75.9
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"1999"	"1999"	197	250680	78.6
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2000"	"2000"	219	260078	84.2
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2001"	"2001"	230	268008	85.8
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2002"	"2002"	214	283483	75.5
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2003"	"2003"	226	300339	75.2
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"1999"	"1999"	235	255494	92.0
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2000"	"2000"	192	256216	74.9
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2001"	"2001"	194	264045	73.5
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2002"	"2002"	199	267238	74.5
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2003"	"2003"	220	281780	78.1
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"1999"	"1999"	238	258333	92.1
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2000"	"2000"	238	259036	91.9
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2001"	"2001"	226	254872	88.7
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2002"	"2002"	219	264636	82.8
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2003"	"2003"	208	267873	77.6
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"1999"	"1999"	216	260004	83.1
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2000"	"2000"	253	252878	100.0
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2001"	"2001"	221	260185	84.9
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2002"	"2002"	244	253972	96.1
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2003"	"2003"	258	262764	98.2
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"1999"	"1999"	268	274886	97.5
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2000"	"2000"	271	266642	101.6
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2001"	"2001"	258	253195	101.9
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2002"	"2002"	255	260824	97.8
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2003"	"2003"	274	254783	107.5
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"1999"	"1999"	298	283813	105.0
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2000"	"2000"	276	275066	100.3
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2001"	"2001"	291	263100	110.6
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2002"	"2002"	251	252183	99.5
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2003"	"2003"	233	259009	90.0
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"1999"	"1999"	332	281140	118.1
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2000"	"2000"	324	291485	111.2
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2001"	"2001"	336	273287	122.9
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2002"	"2002"	339	262121	129.3
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2003"	"2003"	313	250834	124.8
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"1999"	"1999"	348	276946	125.7
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2000"	"2000"	367	287649	127.6
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2001"	"2001"	319	288905	110.4
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2002"	"2002"	332	274948	120.8
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2003"	"2003"	312	264513	118.0
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"1999"	"1999"	373	267952	139.2
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2000"	"2000"	348	265360	131.1
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2001"	"2001"	341	289179	117.9
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2002"	"2002"	359	288164	124.6
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2003"	"2003"	325	273727	118.7
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"1999"	"1999"	388	272561	142.4
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2000"	"2000"	418	270740	154.4
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2001"	"2001"	391	268151	145.8
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2002"	"2002"	415	290561	142.8
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2003"	"2003"	379	290217	130.6
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"1999"	"1999"	451	279654	161.3
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2000"	"2000"	454	272072	166.9
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2001"	"2001"	446	270796	164.7
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2002"	"2002"	425	268601	158.2
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2003"	"2003"	433	290849	148.9
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"1999"	"1999"	447	296727	150.6
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2000"	"2000"	505	289071	174.7
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2001"	"2001"	482	271445	177.6
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2002"	"2002"	447	271183	164.8
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2003"	"2003"	468	268738	174.1
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"1999"	"1999"	548	309142	177.3
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2000"	"2000"	512	308201	166.1
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2001"	"2001"	555	285590	194.3
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2002"	"2002"	498	272422	182.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2003"	"2003"	521	272295	191.3
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"1999"	"1999"	617	300226	205.5
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2000"	"2000"	605	300699	201.2
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2001"	"2001"	615	305261	201.5
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2002"	"2002"	548	286015	191.6
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2003"	"2003"	565	272635	207.2
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"1999"	"1999"	690	301874	228.6
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2000"	"2000"	695	298213	233.1
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2001"	"2001"	626	304020	205.9
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2002"	"2002"	630	305602	206.2
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2003"	"2003"	627	286190	219.1
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"1999"	"1999"	785	292211	268.6
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2000"	"2000"	684	297201	230.1
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2001"	"2001"	744	299425	248.5
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2002"	"2002"	710	304067	233.5
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2003"	"2003"	693	305524	226.8
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"1999"	"1999"	819	303875	269.5
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2000"	"2000"	804	301088	267.0
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2001"	"2001"	788	297516	264.9
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2002"	"2002"	810	299595	270.4
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2003"	"2003"	769	304200	252.8
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"1999"	"1999"	828	308263	268.6
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2000"	"2000"	871	310517	280.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2001"	"2001"	902	299265	301.4
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2002"	"2002"	801	297329	269.4
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2003"	"2003"	882	299272	294.7
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"1999"	"1999"	930	283803	327.7
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2000"	"2000"	938	288779	324.8
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2001"	"2001"	943	310660	303.5
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2002"	"2002"	956	299497	319.2
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2003"	"2003"	909	297777	305.3
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"1999"	"1999"	1002	287651	348.3
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2000"	"2000"	945	289161	326.8
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2001"	"2001"	1019	293317	347.4
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2002"	"2002"	996	310429	320.8
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2003"	"2003"	986	299168	329.6
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"1999"	"1999"	1063	273522	388.6
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2000"	"2000"	1096	281414	389.5
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2001"	"2001"	1124	287623	390.8
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2002"	"2002"	1147	293625	390.6
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2003"	"2003"	1023	311013	328.9
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"1999"	"1999"	1104	267457	412.8
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2000"	"2000"	1068	272147	392.4
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2001"	"2001"	1149	284631	403.7
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2002"	"2002"	1198	286288	418.5
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2003"	"2003"	1181	291639	405.0
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"1999"	"1999"	1121	261358	428.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2000"	"2000"	1231	271859	452.8
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2001"	"2001"	1174	271899	431.8
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2002"	"2002"	1233	283514	434.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2003"	"2003"	1220	284928	428.2
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"1999"	"1999"	1093	239839	455.7
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2000"	"2000"	1221	249568	489.2
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2001"	"2001"	1246	270643	460.4
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2002"	"2002"	1247	271411	459.5
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2003"	"2003"	1363	283164	481.3
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"1999"	"1999"	1177	238662	493.2
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2000"	"2000"	1197	241542	495.6
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2001"	"2001"	1204	255540	471.2
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2002"	"2002"	1329	270483	491.3
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2003"	"2003"	1343	271513	494.6
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"1999"	"1999"	1212	224588	539.7
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2000"	"2000"	1294	232842	555.7
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2001"	"2001"	1272	241298	527.1
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2002"	"2002"	1410	254805	553.4
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2003"	"2003"	1440	269637	534.1
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"1999"	"1999"	1262	228277	552.8
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2000"	"2000"	1377	230105	598.4
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2001"	"2001"	1407	233050	603.7
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2002"	"2002"	1411	240863	585.8
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2003"	"2003"	1419	254506	557.6
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"1999"	"1999"	1290	221793	581.6
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2000"	"2000"	1397	230711	605.5
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2001"	"2001"	1435	230661	622.1
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2002"	"2002"	1486	231941	640.7
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2003"	"2003"	1473	239529	615.0
