"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2012"	"2012"	175	300805	58.2
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2013"	"2013"	176	299235	58.8
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2014"	"2014"	154	300070	51.3
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2015"	"2015"	164	302044	54.3
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2016"	"2016"	166	302656	54.8
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2017"	"2017"	186	300827	61.8
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2018"	"2018"	161	294704	54.6
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2019"	"2019"	178	288039	61.8
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2020 "	"2020"	166	292866	56.7
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"			4123	6484280	63.6
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"1999"	"1999"	141	282877	49.8
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2000"	"2000"	146	286215	51.0
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2001"	"2001"	115	283697	40.5
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2002"	"2002"	122	286087	42.6
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2003"	"2003"	143	295981	48.3
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2004"	"2004"	127	288839	44.0
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2005"	"2005"	99	283464	34.9
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2006"	"2006"	152	285501	53.2
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2007"	"2007"	128	286185	44.7
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2008"	"2008"	113	292885	38.6
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2009"	"2009"	109	307687	35.4
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2010"	"2010"	108	309440	34.9
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2011"	"2011"	115	300096	38.3
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2012"	"2012"	99	298293	33.2
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2013"	"2013"	99	299112	33.1
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2014"	"2014"	119	297939	39.9
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2015"	"2015"	104	298740	34.8
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2016"	"2016"	126	301419	41.8
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2017"	"2017"	115	302935	38.0
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2018"	"2018"	113	301602	37.5
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2019"	"2019"	110	294763	37.3
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2020 "	"2020"	104	299697	34.7
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"			2607	6483454	40.2
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"1999"	"1999"	106	284698	37.2
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2000"	"2000"	88	287829	30.6
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2001"	"2001"	98	286757	34.2
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2002"	"2002"	80	283844	28.2
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2003"	"2003"	99	286352	34.6
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2004"	"2004"	93	296458	31.4
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2005"	"2005"	80	289630	27.6
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2006"	"2006"	74	284471	26.0
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2007"	"2007"	89	286671	31.0
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2008"	"2008"	100	287549	34.8
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2009"	"2009"	92	294506	31.2
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2010"	"2010"	65	306977	21.2
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2011"	"2011"	73	309997	23.5
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2012"	"2012"	87	301022	28.9
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2013"	"2013"	77	298890	25.8
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2014"	"2014"	75	300227	25.0
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2015"	"2015"	80	298489	26.8
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2016"	"2016"	71	299798	23.7
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2017"	"2017"	69	302393	22.8
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2018"	"2018"	68	303939	22.4
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2019"	"2019"	81	301803	26.8
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2020 "	"2020"	86	299245	28.7
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"			1831	6491545	28.2
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"1999"	"1999"	88	305860	28.8
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2000"	"2000"	99	296725	33.4
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2001"	"2001"	71	288310	24.6
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2002"	"2002"	81	287985	28.1
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2003"	"2003"	57	285602	20.0
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2004"	"2004"	76	288694	26.3
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2005"	"2005"	91	299539	30.4
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2006"	"2006"	74	293286	25.2
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2007"	"2007"	69	288693	23.9
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2008"	"2008"	63	291459	21.6
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2009"	"2009"	74	292927	25.3
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2010"	"2010"	59	299217	19.7
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2011"	"2011"	58	308037	18.8
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2012"	"2012"	65	310997	20.9
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2013"	"2013"	73	301709	24.2
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2014"	"2014"	59	300093	19.7
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2015"	"2015"	60	300653	20.0
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2016"	"2016"	78	299517	26.0
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2017"	"2017"	80	300934	26.6
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2018"	"2018"	59	303533	19.4
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2019"	"2019"	72	304263	23.7
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2020 "	"2020"	57	302484	18.8
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"			1563	6550517	23.9
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"1999"	"1999"	78	315505	24.7
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2000"	"2000"	73	306833	23.8
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2001"	"2001"	54	294497	18.3
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2002"	"2002"	63	289265	21.8
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2003"	"2003"	63	289155	21.8
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2004"	"2004"	81	287012	28.2
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2005"	"2005"	64	290370	22.0
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2006"	"2006"	55	301510	18.2
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2007"	"2007"	54	295354	18.3
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2008"	"2008"	51	290909	17.5
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2009"	"2009"	65	293961	22.1
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2010"	"2010"	39	293849	13.3
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2011"	"2011"	50	301210	16.6
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2012"	"2012"	61	309069	19.7
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2013"	"2013"	62	311775	19.9
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2014"	"2014"	45	302924	14.9
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2015"	"2015"	53	300929	17.6
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2016"	"2016"	69	301563	22.9
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2017"	"2017"	52	300647	17.3
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2018"	"2018"	37	302069	12.2
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2019"	"2019"	53	303635	17.5
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2020 "	"2020"	63	306030	20.6
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"			1285	6588071	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"1999"	"1999"	83	322010	25.8
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2000"	"2000"	65	318100	20.4
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2001"	"2001"	56	305951	18.3
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2002"	"2002"	56	294696	19.0
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2003"	"2003"	61	289263	21.1
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2004"	"2004"	55	288926	19.0
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2005"	"2005"	56	286576	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2006"	"2006"	62	289738	21.4
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2007"	"2007"	53	300561	17.6
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2008"	"2008"	51	294198	17.3
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2009"	"2009"	50	289568	17.3
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2010"	"2010"	47	292446	16.1
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2011"	"2011"	52	295699	17.6
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2012"	"2012"	36	302257	11.9
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2013"	"2013"	53	309831	17.1
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2014"	"2014"	54	312942	17.3
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2015"	"2015"	46	303868	15.1
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2016"	"2016"	54	301740	17.9
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2017"	"2017"	53	302813	17.5
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2018"	"2018"	60	301778	19.9
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2019"	"2019"	62	302146	20.5
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2020 "	"2020"	38	305639	12.4
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"			1203	6610746	18.2
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"1999"	"1999"	65	329774	19.7
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2000"	"2000"	71	328060	21.6
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2001"	"2001"	57	316041	18.0
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2002"	"2002"	56	306748	18.3
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2003"	"2003"	50	295608	16.9
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2004"	"2004"	63	290254	21.7
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2005"	"2005"	62	290188	21.4
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2006"	"2006"	45	288048	15.6
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2007"	"2007"	40	291313	13.7
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2008"	"2008"	37	302244	12.2
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2009"	"2009"	36	296057	12.2
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2010"	"2010"	41	292040	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2011"	"2011"	49	293853	16.7
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2012"	"2012"	46	296636	15.5
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2013"	"2013"	49	302965	16.2
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2014"	"2014"	34	311014	10.9
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2015"	"2015"	57	313872	18.2
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2016"	"2016"	57	304615	18.7
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2017"	"2017"	46	302847	15.2
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2018"	"2018"	55	303904	18.1
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2019"	"2019"	59	301753	19.6
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2020 "	"2020"	50	304199	16.4
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"			1125	6662033	16.9
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"1999"	"1999"	66	330737	20.0
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2000"	"2000"	47	331166	14.2
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2001"	"2001"	47	326149	14.4
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2002"	"2002"	55	316746	17.4
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2003"	"2003"	53	307385	17.2
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2004"	"2004"	53	296229	17.9
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2005"	"2005"	51	290953	17.5
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2006"	"2006"	43	290884	14.8
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2007"	"2007"	46	288690	15.9
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2008"	"2008"	43	291902	14.7
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2009"	"2009"	39	302869	12.9
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2010"	"2010"	39	298078	13.1
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2011"	"2011"	37	291966	12.7
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2012"	"2012"	37	294873	12.5
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2013"	"2013"	42	297366	14.1
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2014"	"2014"	41	304301	13.5
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2015"	"2015"	42	311977	13.5
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2016"	"2016"	40	314711	12.7
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2017"	"2017"	45	305615	14.7
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2018"	"2018"	67	303879	22.0
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2019"	"2019"	51	303687	16.8
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2020 "	"2020"	54	303795	17.8
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"			1038	6703958	15.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"1999"	"1999"	69	337339	20.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2000"	"2000"	64	337378	19.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2001"	"2001"	71	331842	21.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2002"	"2002"	64	327932	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2003"	"2003"	49	318972	15.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2004"	"2004"	52	310022	16.8
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2005"	"2005"	58	299363	19.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2006"	"2006"	50	294549	17.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2007"	"2007"	45	294860	15.3
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2008"	"2008"	42	293071	14.3
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2009"	"2009"	58	296821	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2010"	"2010"	40	308088	13.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2011"	"2011"	45	296485	15.2
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2012"	"2012"	41	293019	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2013"	"2013"	47	295517	15.9
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2014"	"2014"	45	298682	15.1
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2015"	"2015"	38	305368	12.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2016"	"2016"	57	312856	18.2
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2017"	"2017"	58	315673	18.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2018"	"2018"	60	306542	19.6
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2019"	"2019"	56	304289	18.4
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2020 "	"2020"	46	306181	15.0
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"			1155	6784849	17.0
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"1999"	"1999"	54	329927	16.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2000"	"2000"	59	338448	17.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2001"	"2001"	54	339019	15.9
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2002"	"2002"	69	337648	20.4
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2003"	"2003"	68	335681	20.3
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2004"	"2004"	61	328583	18.6
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2005"	"2005"	48	321472	14.9
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2006"	"2006"	52	312284	16.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2007"	"2007"	56	309114	18.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2008"	"2008"	43	311330	13.8
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2009"	"2009"	52	311371	16.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2010"	"2010"	36	312963	11.5
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2011"	"2011"	66	306491	21.5
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2012"	"2012"	39	297583	13.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2013"	"2013"	41	293802	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2014"	"2014"	30	297070	10.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2015"	"2015"	41	300023	13.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2016"	"2016"	45	306181	14.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2017"	"2017"	44	313869	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2018"	"2018"	66	316567	20.8
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2019"	"2019"	46	307284	15.0
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2020 "	"2020"	41	305816	13.4
"Total"	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"			1111	6932526	16.0
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"1999"	"1999"	71	309598	22.9
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2000"	"2000"	68	318696	21.3
