"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2011"	"2011"	52	295699	17.6
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2012"	"2012"	36	302257	11.9
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2013"	"2013"	53	309831	17.1
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2009"	"2009"	36	296057	12.2
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2010"	"2010"	41	292040	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2011"	"2011"	49	293853	16.7
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2012"	"2012"	46	296636	15.5
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2013"	"2013"	49	302965	16.2
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2009"	"2009"	39	302869	12.9
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2010"	"2010"	39	298078	13.1
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2011"	"2011"	37	291966	12.7
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2012"	"2012"	37	294873	12.5
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2013"	"2013"	42	297366	14.1
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2009"	"2009"	58	296821	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2010"	"2010"	40	308088	13.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2011"	"2011"	45	296485	15.2
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2012"	"2012"	41	293019	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2013"	"2013"	47	295517	15.9
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2009"	"2009"	52	311371	16.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2010"	"2010"	36	312963	11.5
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2011"	"2011"	66	306491	21.5
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2012"	"2012"	39	297583	13.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2013"	"2013"	41	293802	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2009"	"2009"	55	305719	18.0
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2010"	"2010"	64	307124	20.8
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2011"	"2011"	31	314835	9.8
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2012"	"2012"	39	307457	12.7
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2013"	"2013"	45	298348	15.1
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2009"	"2009"	70	307717	22.7
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2010"	"2010"	40	307859	13.0
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2011"	"2011"	41	307248	13.3
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2012"	"2012"	48	315757	15.2
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2013"	"2013"	42	308323	13.6
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2009"	"2009"	57	311808	18.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2010"	"2010"	49	307287	15.9
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2011"	"2011"	47	308900	15.2
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2012"	"2012"	47	308242	15.2
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2013"	"2013"	53	316733	16.7
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2009"	"2009"	49	318659	15.4
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2010"	"2010"	74	310972	23.8
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2011"	"2011"	48	308882	15.5
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2012"	"2012"	54	309995	17.4
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2013"	"2013"	45	309273	14.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2009"	"2009"	78	333809	23.4
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2010"	"2010"	70	326489	21.4
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2011"	"2011"	63	309415	20.4
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2012"	"2012"	75	310005	24.2
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2013"	"2013"	61	311022	19.6
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2009"	"2009"	89	346398	25.7
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2010"	"2010"	92	340595	27.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2011"	"2011"	88	323608	27.2
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2012"	"2012"	85	310622	27.4
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2013"	"2013"	79	311041	25.4
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2009"	"2009"	123	348633	35.3
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2010"	"2010"	109	347686	31.4
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2011"	"2011"	115	339067	33.9
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2012"	"2012"	85	325109	26.1
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2013"	"2013"	86	311789	27.6
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2009"	"2009"	151	358059	42.2
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2010"	"2010"	138	355856	38.8
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2011"	"2011"	128	347094	36.9
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2012"	"2012"	133	340647	39.0
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2013"	"2013"	118	326443	36.1
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2009"	"2009"	169	363631	46.5
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2010"	"2010"	144	360750	39.9
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2011"	"2011"	160	355341	45.0
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2012"	"2012"	155	348956	44.4
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2013"	"2013"	142	342202	41.5
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2009"	"2009"	177	335364	52.8
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2010"	"2010"	193	351621	54.9
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2011"	"2011"	164	361518	45.4
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2012"	"2012"	188	357278	52.6
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2013"	"2013"	159	350314	45.4
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2009"	"2009"	216	321020	67.3
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2010"	"2010"	180	329078	54.7
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2011"	"2011"	219	357256	61.3
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2012"	"2012"	198	363405	54.5
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2013"	"2013"	155	358594	43.2
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2009"	"2009"	170	303564	56.0
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2010"	"2010"	182	310425	58.6
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2011"	"2011"	205	335415	61.1
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2012"	"2012"	208	358651	58.0
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2013"	"2013"	207	364429	56.8
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2009"	"2009"	218	299811	72.7
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2010"	"2010"	197	299637	65.7
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2011"	"2011"	199	314273	63.3
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2012"	"2012"	199	336594	59.1
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2013"	"2013"	227	359496	63.1
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2009"	"2009"	226	294335	76.8
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2010"	"2010"	208	297068	70.0
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2011"	"2011"	195	302755	64.4
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2012"	"2012"	227	315598	71.9
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2013"	"2013"	232	337305	68.8
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2009"	"2009"	228	290498	78.5
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2010"	"2010"	216	294609	73.3
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2011"	"2011"	215	298379	72.1
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2012"	"2012"	210	304224	69.0
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2013"	"2013"	232	316283	73.4
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2009"	"2009"	259	286542	90.4
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2010"	"2010"	214	285275	75.0
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2011"	"2011"	248	297719	83.3
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2012"	"2012"	221	299695	73.7
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2013"	"2013"	242	304732	79.4
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2009"	"2009"	252	295129	85.4
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2010"	"2010"	239	291494	82.0
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2011"	"2011"	215	286523	75.0
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2012"	"2012"	225	299047	75.2
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2013"	"2013"	245	300521	81.5
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2009"	"2009"	287	293954	97.6
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2010"	"2010"	270	288865	93.5
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2011"	"2011"	245	290635	84.3
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2012"	"2012"	256	287777	89.0
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2013"	"2013"	262	300132	87.3
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2009"	"2009"	282	293402	96.1
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2010"	"2010"	293	294300	99.6
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2011"	"2011"	285	292416	97.5
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2012"	"2012"	286	291965	98.0
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2013"	"2013"	257	288858	89.0
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2009"	"2009"	296	286514	103.3
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2010"	"2010"	296	300549	98.5
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2011"	"2011"	302	291207	103.7
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2012"	"2012"	293	293674	99.8
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2013"	"2013"	267	292983	91.1
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2009"	"2009"	274	267906	102.3
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2010"	"2010"	311	278760	111.6
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2011"	"2011"	352	302923	116.2
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2012"	"2012"	285	292325	97.5
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2013"	"2013"	296	294534	100.5
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2009"	"2009"	324	270838	119.6
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2010"	"2010"	325	275414	118.0
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2011"	"2011"	367	284146	129.2
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2012"	"2012"	287	303821	94.5
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2013"	"2013"	348	293023	118.8
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2009"	"2009"	361	261114	138.3
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2010"	"2010"	307	267041	115.0
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2011"	"2011"	358	274248	130.5
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2012"	"2012"	368	285149	129.1
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2013"	"2013"	366	304493	120.2
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2009"	"2009"	356	266637	133.5
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2010"	"2010"	344	263044	130.8
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2011"	"2011"	352	272158	129.3
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2012"	"2012"	362	275188	131.5
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2013"	"2013"	378	285576	132.4
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2009"	"2009"	373	261354	142.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2010"	"2010"	385	268610	143.3
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2011"	"2011"	377	261199	144.3
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2012"	"2012"	429	272932	157.2
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2013"	"2013"	401	275610	145.5
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2009"	"2009"	412	271393	151.8
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2010"	"2010"	403	261414	154.2
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2011"	"2011"	433	269433	160.7
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2012"	"2012"	401	261958	153.1
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2013"	"2013"	408	273443	149.2
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2009"	"2009"	475	281235	168.9
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2010"	"2010"	453	274485	165.0
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2011"	"2011"	443	261918	169.1
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2012"	"2012"	383	269990	141.9
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2013"	"2013"	432	262373	164.7
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2009"	"2009"	541	294370	183.8
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2010"	"2010"	515	281951	182.7
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2011"	"2011"	505	271095	186.3
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2012"	"2012"	481	262257	183.4
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2013"	"2013"	456	270238	168.7
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2009"	"2009"	559	294655	189.7
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2010"	"2010"	586	297691	196.8
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2011"	"2011"	500	280965	178.0
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2012"	"2012"	524	271383	193.1
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2013"	"2013"	458	262475	174.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2009"	"2009"	626	271311	230.7
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2010"	"2010"	563	292135	192.7
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2011"	"2011"	593	295186	200.9
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2012"	"2012"	601	281228	213.7
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2013"	"2013"	569	271597	209.5
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2009"	"2009"	655	275073	238.1
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2010"	"2010"	616	270986	227.3
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2011"	"2011"	629	293065	214.6
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2012"	"2012"	629	295373	213.0
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2013"	"2013"	607	281329	215.8
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2009"	"2009"	756	274544	275.4
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2010"	"2010"	733	275034	266.5
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2011"	"2011"	708	272239	260.1
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2012"	"2012"	665	293021	226.9
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2013"	"2013"	687	295056	232.8
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2009"	"2009"	807	289810	278.5
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2010"	"2010"	745	277784	268.2
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2011"	"2011"	743	274447	270.7
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2012"	"2012"	696	272054	255.8
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2013"	"2013"	738	292696	252.1
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2009"	"2009"	921	303595	303.4
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2010"	"2010"	833	288574	288.7
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2011"	"2011"	811	275214	294.7
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2012"	"2012"	788	274190	287.4
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2013"	"2013"	718	271774	264.2
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2009"	"2009"	1057	299366	353.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2010"	"2010"	960	304379	315.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2011"	"2011"	917	285400	321.3
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2012"	"2012"	878	274956	319.3
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2013"	"2013"	830	273833	303.1
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2009"	"2009"	1159	296132	391.4
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2010"	"2010"	1067	297866	358.2
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2011"	"2011"	1026	299882	342.1
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2012"	"2012"	924	285092	324.1
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2013"	"2013"	936	274449	341.0
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2009"	"2009"	1280	296232	432.1
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2010"	"2010"	1117	297408	375.6
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2011"	"2011"	1145	299113	382.8
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2012"	"2012"	1085	299408	362.4
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2013"	"2013"	1024	284325	360.2
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2009"	"2009"	1374	296569	463.3
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2010"	"2010"	1302	294815	441.6
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2011"	"2011"	1285	296214	433.8
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2012"	"2012"	1264	298442	423.5
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2013"	"2013"	1125	298389	377.0
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2009"	"2009"	1394	308693	451.6
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2010"	"2010"	1409	299299	470.8
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2011"	"2011"	1354	294450	459.8
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2012"	"2012"	1330	295334	450.3
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2013"	"2013"	1343	297400	451.6
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2009"	"2009"	1557	288252	540.2
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2010"	"2010"	1585	305373	519.0
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2011"	"2011"	1471	296354	496.4
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2012"	"2012"	1466	293325	499.8
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2013"	"2013"	1407	294157	478.3
