"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"62 years"	"62"	7082	526368	1345.4
	"Black or African American"	"2054-5"	"Female"	"F"	"63 years"	"63"	7399	512571	1443.5
	"Black or African American"	"2054-5"	"Female"	"F"	"64 years"	"64"	7376	493746	1493.9
	"Black or African American"	"2054-5"	"Female"	"F"	"65 years"	"65"	7668	472160	1624.0
	"Black or African American"	"2054-5"	"Female"	"F"	"66 years"	"66"	7716	442272	1744.6
	"Black or African American"	"2054-5"	"Female"	"F"	"67 years"	"67"	7900	415039	1903.4
	"Black or African American"	"2054-5"	"Female"	"F"	"68 years"	"68"	7971	400660	1989.5
	"Black or African American"	"2054-5"	"Female"	"F"	"69 years"	"69"	8037	390315	2059.1
	"Black or African American"	"2054-5"	"Female"	"F"	"70 years"	"70"	8266	368137	2245.4
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	8375	343344	2439.2
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	8323	323009	2576.7
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	7888	280872	2808.4
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	7453	247480	3011.6
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	7557	236284	3198.3
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	8115	224027	3622.3
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	8320	208136	3997.4
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	8066	188847	4271.2
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	8151	177373	4595.4
	"Black or African American"	"2054-5"	"Female"	"F"	"80 years"	"80"	8260	162313	5088.9
	"Black or African American"	"2054-5"	"Female"	"F"	"81 years"	"81"	8376	148109	5655.3
	"Black or African American"	"2054-5"	"Female"	"F"	"82 years"	"82"	8320	137234	6062.6
	"Black or African American"	"2054-5"	"Female"	"F"	"83 years"	"83"	8471	127297	6654.5
	"Black or African American"	"2054-5"	"Female"	"F"	"84 years"	"84"	8478	118844	7133.7
	"Black or African American"	"2054-5"	"Female"	"F"	"85 years"	"85"	8526	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"86 years"	"86"	8419	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"87 years"	"87"	8179	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"88 years"	"88"	7677	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"89 years"	"89"	7759	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"90 years"	"90"	7349	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"91 years"	"91"	6909	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"92 years"	"92"	6483	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"93 years"	"93"	5911	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"94 years"	"94"	5169	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	4466	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	3867	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	3271	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	2647	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	2040	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	5177	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	6791	597100	1137.3
	"Black or African American"	"2054-5"	"Male"	"M"	"1 year"	"1"	450	599348	75.1
	"Black or African American"	"2054-5"	"Male"	"M"	"2 years"	"2"	274	613165	44.7
	"Black or African American"	"2054-5"	"Male"	"M"	"3 years"	"3"	183	619088	29.6
	"Black or African American"	"2054-5"	"Male"	"M"	"4 years"	"4"	152	624135	24.4
	"Black or African American"	"2054-5"	"Male"	"M"	"5 years"	"5"	154	628832	24.5
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	155	626813	24.7
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	126	626001	20.1
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	116	629351	18.4
	"Black or African American"	"2054-5"	"Male"	"M"	"9 years"	"9"	137	631731	21.7
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	141	632047	22.3
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	160	643314	24.9
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	144	653264	22.0
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	205	644445	31.8
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	300	631120	47.5
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	412	624538	66.0
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	562	619735	90.7
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	857	622490	137.7
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	1298	639449	203.0
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	1510	661251	228.4
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	1528	664153	230.1
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	1687	658365	256.2
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	1700	658633	258.1
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	1784	657171	271.5
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	1821	674403	270.0
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	1937	706321	274.2
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	2041	731607	279.0
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	2161	746986	289.3
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	2209	751063	294.1
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	2186	740476	295.2
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	2251	704509	319.5
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	2257	655262	344.4
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	2115	617793	342.3
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	2100	594896	353.0
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	2170	583363	372.0
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	2112	564415	374.2
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	2196	550343	399.0
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	2373	549183	432.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	2334	543272	429.6
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	2490	550712	452.1
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	2528	539614	468.5
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	2597	507542	511.7
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	2539	492527	515.5
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	2647	478236	553.5
	"Black or African American"	"2054-5"	"Male"	"M"	"44 years"	"44"	2736	475614	575.3
	"Black or African American"	"2054-5"	"Male"	"M"	"45 years"	"45"	2817	472305	596.4
	"Black or African American"	"2054-5"	"Male"	"M"	"46 years"	"46"	3056	468521	652.3
	"Black or African American"	"2054-5"	"Male"	"M"	"47 years"	"47"	3266	483429	675.6
	"Black or African American"	"2054-5"	"Male"	"M"	"48 years"	"48"	3767	500851	752.1
	"Black or African American"	"2054-5"	"Male"	"M"	"49 years"	"49"	4132	511706	807.5
	"Black or African American"	"2054-5"	"Male"	"M"	"50 years"	"50"	4158	493243	843.0
	"Black or African American"	"2054-5"	"Male"	"M"	"51 years"	"51"	4276	472999	904.0
	"Black or African American"	"2054-5"	"Male"	"M"	"52 years"	"52"	4789	470537	1017.8
	"Black or African American"	"2054-5"	"Male"	"M"	"53 years"	"53"	5096	476575	1069.3
	"Black or African American"	"2054-5"	"Male"	"M"	"54 years"	"54"	5865	496459	1181.4
	"Black or African American"	"2054-5"	"Male"	"M"	"55 years"	"55"	6477	504262	1284.5
	"Black or African American"	"2054-5"	"Male"	"M"	"56 years"	"56"	6793	495464	1371.0
	"Black or African American"	"2054-5"	"Male"	"M"	"57 years"	"57"	7426	485898	1528.3
	"Black or African American"	"2054-5"	"Male"	"M"	"58 years"	"58"	8056	480013	1678.3
	"Black or African American"	"2054-5"	"Male"	"M"	"59 years"	"59"	8715	484021	1800.5
	"Black or African American"	"2054-5"	"Male"	"M"	"60 years"	"60"	9029	474781	1901.7
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	9666	451641	2140.2
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	10073	436452	2307.9
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	10651	417866	2548.9
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	10485	398680	2629.9
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	10585	374551	2826.1
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	10658	343441	3103.3
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	10423	317237	3285.6
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	10539	301371	3497.0
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	10452	291698	3583.2
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	10584	273514	3869.6
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	10067	252274	3990.5
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	10056	235439	4271.2
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	9246	201462	4589.5
	"Black or African American"	"2054-5"	"Male"	"M"	"74 years"	"74"	8548	173709	4920.9
	"Black or African American"	"2054-5"	"Male"	"M"	"75 years"	"75"	8205	163302	5024.4
	"Black or African American"	"2054-5"	"Male"	"M"	"76 years"	"76"	8496	151431	5610.5
	"Black or African American"	"2054-5"	"Male"	"M"	"77 years"	"77"	8347	137746	6059.7
	"Black or African American"	"2054-5"	"Male"	"M"	"78 years"	"78"	7921	121738	6506.6
	"Black or African American"	"2054-5"	"Male"	"M"	"79 years"	"79"	7674	111485	6883.4
	"Black or African American"	"2054-5"	"Male"	"M"	"80 years"	"80"	7417	101070	7338.5
	"Black or African American"	"2054-5"	"Male"	"M"	"81 years"	"81"	7247	89941	8057.5
	"Black or African American"	"2054-5"	"Male"	"M"	"82 years"	"82"	7117	80485	8842.6
	"Black or African American"	"2054-5"	"Male"	"M"	"83 years"	"83"	6750	72373	9326.7
	"Black or African American"	"2054-5"	"Male"	"M"	"84 years"	"84"	6588	65233	10099.2
	"Black or African American"	"2054-5"	"Male"	"M"	"85 years"	"85"	6193	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"86 years"	"86"	5603	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"87 years"	"87"	5295	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"88 years"	"88"	4776	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"89 years"	"89"	4394	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"90 years"	"90"	3855	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"91 years"	"91"	3418	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"92 years"	"92"	2930	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"93 years"	"93"	2557	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"94 years"	"94"	2062	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"95 years"	"95"	1670	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"96 years"	"96"	1297	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"97 years"	"97"	987	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"98 years"	"98"	732	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"99 years"	"99"	509	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"100+ years"	"100"	923	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	17	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"0"	7469	1892229	394.7
	"White"	"2106-3"	"Female"	"F"	"1 year"	"1"	550	1906805	28.8
	"White"	"2106-3"	"Female"	"F"	"2 years"	"2"	338	1947512	17.4
	"White"	"2106-3"	"Female"	"F"	"3 years"	"3"	284	1978105	14.4
	"White"	"2106-3"	"Female"	"F"	"4 years"	"4"	228	2026348	11.3
	"White"	"2106-3"	"Female"	"F"	"5 years"	"5"	197	2035339	9.7
	"White"	"2106-3"	"Female"	"F"	"6 years"	"6"	192	2032382	9.4
	"White"	"2106-3"	"Female"	"F"	"7 years"	"7"	170	2032300	8.4
	"White"	"2106-3"	"Female"	"F"	"8 years"	"8"	181	2041669	8.9
	"White"	"2106-3"	"Female"	"F"	"9 years"	"9"	156	2047819	7.6
	"White"	"2106-3"	"Female"	"F"	"10 years"	"10"	157	2053074	7.6
	"White"	"2106-3"	"Female"	"F"	"11 years"	"11"	208	2090604	9.9
	"White"	"2106-3"	"Female"	"F"	"12 years"	"12"	262	2133367	12.3
	"White"	"2106-3"	"Female"	"F"	"13 years"	"13"	310	2144432	14.5
	"White"	"2106-3"	"Female"	"F"	"14 years"	"14"	348	2153774	16.2
	"White"	"2106-3"	"Female"	"F"	"15 years"	"15"	418	2178076	19.2
	"White"	"2106-3"	"Female"	"F"	"16 years"	"16"	502	2191678	22.9
	"White"	"2106-3"	"Female"	"F"	"17 years"	"17"	581	2188960	26.5
	"White"	"2106-3"	"Female"	"F"	"18 years"	"18"	820	2220745	36.9
	"White"	"2106-3"	"Female"	"F"	"19 years"	"19"	867	2274535	38.1
	"White"	"2106-3"	"Female"	"F"	"20 years"	"20"	955	2290664	41.7
	"White"	"2106-3"	"Female"	"F"	"21 years"	"21"	1117	2288647	48.8
	"White"	"2106-3"	"Female"	"F"	"22 years"	"22"	1110	2302188	48.2
	"White"	"2106-3"	"Female"	"F"	"23 years"	"23"	1317	2322663	56.7
	"White"	"2106-3"	"Female"	"F"	"24 years"	"24"	1385	2355687	58.8
	"White"	"2106-3"	"Female"	"F"	"25 years"	"25"	1587	2398092	66.2
	"White"	"2106-3"	"Female"	"F"	"26 years"	"26"	1704	2436149	69.9
	"White"	"2106-3"	"Female"	"F"	"27 years"	"27"	1907	2495816	76.4
	"White"	"2106-3"	"Female"	"F"	"28 years"	"28"	2058	2580864	79.7
	"White"	"2106-3"	"Female"	"F"	"29 years"	"29"	2292	2633035	87.0
	"White"	"2106-3"	"Female"	"F"	"30 years"	"30"	2446	2596324	94.2
	"White"	"2106-3"	"Female"	"F"	"31 years"	"31"	2503	2530318	98.9
	"White"	"2106-3"	"Female"	"F"	"32 years"	"32"	2716	2492017	109.0
	"White"	"2106-3"	"Female"	"F"	"33 years"	"33"	2929	2485369	117.8
	"White"	"2106-3"	"Female"	"F"	"34 years"	"34"	2931	2511469	116.7
	"White"	"2106-3"	"Female"	"F"	"35 years"	"35"	3120	2486654	125.5
	"White"	"2106-3"	"Female"	"F"	"36 years"	"36"	3257	2467042	132.0
	"White"	"2106-3"	"Female"	"F"	"37 years"	"37"	3590	2484904	144.5
	"White"	"2106-3"	"Female"	"F"	"38 years"	"38"	3770	2473469	152.4
	"White"	"2106-3"	"Female"	"F"	"39 years"	"39"	3992	2474380	161.3
	"White"	"2106-3"	"Female"	"F"	"40 years"	"40"	4007	2415419	165.9
	"White"	"2106-3"	"Female"	"F"	"41 years"	"41"	4098	2323445	176.4
	"White"	"2106-3"	"Female"	"F"	"42 years"	"42"	4080	2288009	178.3
	"White"	"2106-3"	"Female"	"F"	"43 years"	"43"	4361	2235315	195.1
	"White"	"2106-3"	"Female"	"F"	"44 years"	"44"	4571	2236262	204.4
	"White"	"2106-3"	"Female"	"F"	"45 years"	"45"	5016	2246777	223.3
	"White"	"2106-3"	"Female"	"F"	"46 years"	"46"	5501	2244126	245.1
	"White"	"2106-3"	"Female"	"F"	"47 years"	"47"	6217	2350779	264.5
	"White"	"2106-3"	"Female"	"F"	"48 years"	"48"	7198	2537583	283.7
	"White"	"2106-3"	"Female"	"F"	"49 years"	"49"	7887	2670005	295.4
	"White"	"2106-3"	"Female"	"F"	"50 years"	"50"	8661	2638916	328.2
	"White"	"2106-3"	"Female"	"F"	"51 years"	"51"	9143	2554071	358.0
	"White"	"2106-3"	"Female"	"F"	"52 years"	"52"	9776	2553391	382.9
	"White"	"2106-3"	"Female"	"F"	"53 years"	"53"	10957	2610596	419.7
	"White"	"2106-3"	"Female"	"F"	"54 years"	"54"	12473	2743494	454.6
	"White"	"2106-3"	"Female"	"F"	"55 years"	"55"	14207	2902602	489.5
	"White"	"2106-3"	"Female"	"F"	"56 years"	"56"	15785	2975244	530.5
	"White"	"2106-3"	"Female"	"F"	"57 years"	"57"	17674	3012696	586.7
	"White"	"2106-3"	"Female"	"F"	"58 years"	"58"	19260	3071974	627.0
	"White"	"2106-3"	"Female"	"F"	"59 years"	"59"	20882	3113086	670.8
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	22585	3087869	731.4
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	24058	3069399	783.8
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	25531	3069213	831.8
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	27142	3008107	902.3
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	28254	2951808	957.2
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	29303	2906357	1008.2
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	30835	2822159	1092.6
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	31877	2731657	1166.9
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	33766	2641884	1278.1
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	35295	2559379	1379.0
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	38218	2498961	1529.4
	"White"	"2106-3"	"Female"	"F"	"71 years"	"71"	42478	2473175	1717.5
	"White"	"2106-3"	"Female"	"F"	"72 years"	"72"	47587	2549068	1866.8
	"White"	"2106-3"	"Female"	"F"	"73 years"	"73"	47000	2242934	2095.5
	"White"	"2106-3"	"Female"	"F"	"74 years"	"74"	43536	1853653	2348.7
	"White"	"2106-3"	"Female"	"F"	"75 years"	"75"	46805	1827298	2561.4
	"White"	"2106-3"	"Female"	"F"	"76 years"	"76"	51860	1841856	2815.6
	"White"	"2106-3"	"Female"	"F"	"77 years"	"77"	54123	1734015	3121.3
	"White"	"2106-3"	"Female"	"F"	"78 years"	"78"	53344	1520469	3508.4
	"White"	"2106-3"	"Female"	"F"	"79 years"	"79"	54246	1390456	3901.3
	"White"	"2106-3"	"Female"	"F"	"80 years"	"80"	56353	1293208	4357.6
	"White"	"2106-3"	"Female"	"F"	"81 years"	"81"	58944	1214790	4852.2
	"White"	"2106-3"	"Female"	"F"	"82 years"	"82"	61779	1124162	5495.6
	"White"	"2106-3"	"Female"	"F"	"83 years"	"83"	63683	1032799	6166.1
	"White"	"2106-3"	"Female"	"F"	"84 years"	"84"	66555	967988	6875.6
	"White"	"2106-3"	"Female"	"F"	"85 years"	"85"	68151	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"86 years"	"86"	69852	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"87 years"	"87"	72958	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"88 years"	"88"	75516	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"89 years"	"89"	77770	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"90 years"	"90"	77290	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"91 years"	"91"	74990	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"92 years"	"92"	72578	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"93 years"	"93"	67781	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"94 years"	"94"	61508	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"95 years"	"95"	54142	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"96 years"	"96"	46012	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"97 years"	"97"	37553	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"98 years"	"98"	29622	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"99 years"	"99"	22042	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"100+ years"	"100"	44091	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"Not Stated"	"NS"	28	Not Applicable	Not Applicable
