"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2008"	"2008"	169	362706	46.6
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2004"	"2004"	187	307381	60.8
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2005"	"2005"	163	312396	52.2
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2006"	"2006"	181	317925	56.9
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2007"	"2007"	178	328414	54.2
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2008"	"2008"	174	342383	50.8
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2004"	"2004"	157	295427	53.1
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2005"	"2005"	161	304965	52.8
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2006"	"2006"	192	309102	62.1
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2007"	"2007"	156	313385	49.8
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2008"	"2008"	168	322608	52.1
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2004"	"2004"	201	295368	68.1
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2005"	"2005"	181	295295	61.3
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2006"	"2006"	210	304754	68.9
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2007"	"2007"	206	308310	66.8
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2008"	"2008"	183	312128	58.6
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2004"	"2004"	201	295343	68.1
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2005"	"2005"	207	291200	71.1
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2006"	"2006"	194	290344	66.8
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2007"	"2007"	176	298436	59.0
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2008"	"2008"	201	300876	66.8
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2004"	"2004"	203	298833	67.9
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2005"	"2005"	215	294654	73.0
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2006"	"2006"	203	290656	69.8
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2007"	"2007"	197	289569	68.0
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2008"	"2008"	222	297437	74.6
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2004"	"2004"	276	298927	92.3
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2005"	"2005"	227	296984	76.4
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2006"	"2006"	232	292623	79.3
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2007"	"2007"	221	288325	76.6
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2008"	"2008"	233	286843	81.2
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2004"	"2004"	233	283445	82.2
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2005"	"2005"	241	300880	80.1
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2006"	"2006"	250	299570	83.5
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2007"	"2007"	230	295518	77.8
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2008"	"2008"	241	291472	82.7
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2004"	"2004"	248	266131	93.2
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2005"	"2005"	238	280782	84.8
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2006"	"2006"	259	297595	87.0
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2007"	"2007"	260	295637	87.9
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2008"	"2008"	239	290979	82.1
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2004"	"2004"	276	264514	104.3
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2005"	"2005"	260	268219	96.9
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2006"	"2006"	284	283477	100.2
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2007"	"2007"	268	300846	89.1
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2008"	"2008"	258	299318	86.2
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2004"	"2004"	270	252846	106.8
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2005"	"2005"	282	261900	107.7
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2006"	"2006"	262	265157	98.8
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2007"	"2007"	304	279438	108.8
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2008"	"2008"	264	295990	89.2
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2004"	"2004"	305	257747	118.3
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2005"	"2005"	270	251383	107.4
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2006"	"2006"	296	260329	113.7
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2007"	"2007"	269	263206	102.2
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2008"	"2008"	277	277106	100.0
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2004"	"2004"	259	254504	101.8
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2005"	"2005"	288	262512	109.7
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2006"	"2006"	290	257114	112.8
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2007"	"2007"	301	267082	112.7
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2008"	"2008"	266	271120	98.1
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2004"	"2004"	301	263303	114.3
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2005"	"2005"	306	252966	121.0
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2006"	"2006"	325	260644	124.7
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2007"	"2007"	301	254785	118.1
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2008"	"2008"	306	264321	115.8
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2004"	"2004"	398	276717	143.8
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2005"	"2005"	397	266944	148.7
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2006"	"2006"	322	257204	125.2
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2007"	"2007"	353	265596	132.9
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2008"	"2008"	326	260364	125.2
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2004"	"2004"	440	290780	151.3
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2005"	"2005"	405	277331	146.0
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2006"	"2006"	380	267659	142.0
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2007"	"2007"	315	257833	122.2
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2008"	"2008"	326	266293	122.4
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2004"	"2004"	474	291291	162.7
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2005"	"2005"	457	291186	156.9
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2006"	"2006"	424	277780	152.6
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2007"	"2007"	382	268078	142.5
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2008"	"2008"	365	258143	141.4
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2004"	"2004"	462	270441	170.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2005"	"2005"	452	293433	154.0
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2006"	"2006"	481	293847	163.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2007"	"2007"	456	280631	162.5
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2008"	"2008"	407	271104	150.1
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2004"	"2004"	476	272711	174.5
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2005"	"2005"	465	270863	171.7
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2006"	"2006"	517	293899	175.9
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2007"	"2007"	481	294129	163.5
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2008"	"2008"	446	280978	158.7
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2004"	"2004"	570	272949	208.8
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2005"	"2005"	553	273047	202.5
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2006"	"2006"	501	271217	184.7
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2007"	"2007"	493	294165	167.6
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2008"	"2008"	485	294402	164.7
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2004"	"2004"	614	286283	214.5
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2005"	"2005"	595	272995	218.0
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2006"	"2006"	588	273135	215.3
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2007"	"2007"	577	271228	212.7
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2008"	"2008"	526	294112	178.8
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2004"	"2004"	682	305935	222.9
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2005"	"2005"	711	286654	248.0
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2006"	"2006"	665	273461	243.2
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2007"	"2007"	652	273567	238.3
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2008"	"2008"	585	271680	215.3
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2004"	"2004"	875	303968	287.9
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2005"	"2005"	758	305675	248.0
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2006"	"2006"	672	286481	234.6
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2007"	"2007"	657	273215	240.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2008"	"2008"	666	273228	243.8
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2004"	"2004"	861	300101	286.9
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2005"	"2005"	862	304996	282.6
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2006"	"2006"	826	307083	269.0
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2007"	"2007"	710	288003	246.5
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2008"	"2008"	715	274863	260.1
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2004"	"2004"	965	297527	324.3
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2005"	"2005"	931	299808	310.5
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2006"	"2006"	945	304689	310.2
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2007"	"2007"	829	306825	270.2
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2008"	"2008"	809	287738	281.2
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2004"	"2004"	1091	300020	363.6
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2005"	"2005"	1066	298598	357.0
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2006"	"2006"	1046	301198	347.3
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2007"	"2007"	935	306423	305.1
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2008"	"2008"	887	308781	287.3
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2004"	"2004"	1089	308545	352.9
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2005"	"2005"	1086	297052	365.6
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2006"	"2006"	1096	295175	371.3
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2007"	"2007"	1026	297185	345.2
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2008"	"2008"	983	301835	325.7
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2004"	"2004"	1176	290127	405.3
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2005"	"2005"	1141	306816	371.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2006"	"2006"	1193	295192	404.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2007"	"2007"	1137	293146	387.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2008"	"2008"	1090	294945	369.6
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2004"	"2004"	1326	284787	465.6
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2005"	"2005"	1249	290361	430.2
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2006"	"2006"	1218	307358	396.3
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2007"	"2007"	1168	295900	394.7
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2008"	"2008"	1194	294083	406.0
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2004"	"2004"	1387	283535	489.2
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2005"	"2005"	1388	285552	486.1
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2006"	"2006"	1283	291526	440.1
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2007"	"2007"	1394	308915	451.3
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2008"	"2008"	1301	297740	437.0
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2004"	"2004"	1330	270683	491.3
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2005"	"2005"	1521	282561	538.3
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2006"	"2006"	1515	284543	532.4
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2007"	"2007"	1399	290520	481.6
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2008"	"2008"	1378	307806	447.7
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2004"	"2004"	1497	269512	555.4
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2005"	"2005"	1583	270781	584.6
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2006"	"2006"	1584	282836	560.0
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2007"	"2007"	1497	285049	525.2
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2008"	"2008"	1509	291202	518.2
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2004"	"2004"	1577	252898	623.6
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2005"	"2005"	1643	267591	614.0
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2006"	"2006"	1569	268665	584.0
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2007"	"2007"	1662	280409	592.7
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2008"	"2008"	1647	282423	583.2
