"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2014"	"2014"	30	297070	10.1
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2015"	"2015"	41	300023	13.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2016"	"2016"	45	306181	14.7
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2017"	"2017"	44	313869	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2018"	"2018"	66	316567	20.8
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2014"	"2014"	49	295310	16.6
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2015"	"2015"	49	298388	16.4
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2016"	"2016"	58	300607	19.3
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2017"	"2017"	44	307274	14.3
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2018"	"2018"	59	314489	18.8
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2014"	"2014"	55	299933	18.3
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2015"	"2015"	46	296675	15.5
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2016"	"2016"	41	298850	13.7
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2017"	"2017"	54	301797	17.9
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2018"	"2018"	69	307735	22.4
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2014"	"2014"	46	310136	14.8
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2015"	"2015"	52	301271	17.3
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2016"	"2016"	59	297077	19.9
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2017"	"2017"	48	300168	16.0
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2018"	"2018"	48	302408	15.9
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2014"	"2014"	62	318656	19.5
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2015"	"2015"	60	311419	19.3
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2016"	"2016"	52	301714	17.2
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2017"	"2017"	68	298371	22.8
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2018"	"2018"	60	300793	19.9
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2014"	"2014"	60	311235	19.3
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2015"	"2015"	60	319973	18.8
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2016"	"2016"	86	312029	27.6
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2017"	"2017"	88	303118	29.0
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2018"	"2018"	81	299113	27.1
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2014"	"2014"	66	313111	21.1
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2015"	"2015"	75	312732	24.0
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2016"	"2016"	95	320821	29.6
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2017"	"2017"	86	313802	27.4
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2018"	"2018"	81	304073	26.6
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2014"	"2014"	97	313515	30.9
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2015"	"2015"	102	315049	32.4
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2016"	"2016"	116	313893	37.0
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2017"	"2017"	75	322873	23.2
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2018"	"2018"	94	314863	29.9
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2014"	"2014"	108	314534	34.3
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2015"	"2015"	143	315719	45.3
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2016"	"2016"	150	316249	47.4
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2017"	"2017"	138	315957	43.7
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2018"	"2018"	143	323783	44.2
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2014"	"2014"	146	329250	44.3
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2015"	"2015"	161	316660	50.8
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2016"	"2016"	171	316599	54.0
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2017"	"2017"	154	318262	48.4
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2018"	"2018"	170	316806	53.7
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2014"	"2014"	151	344805	43.8
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2015"	"2015"	184	331250	55.5
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2016"	"2016"	194	317264	61.1
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2017"	"2017"	189	318616	59.3
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2018"	"2018"	189	319124	59.2
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2014"	"2014"	216	352681	61.2
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2015"	"2015"	229	346706	66.1
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2016"	"2016"	206	331893	62.1
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2017"	"2017"	207	319408	64.8
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2018"	"2018"	200	319624	62.6
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2014"	"2014"	215	360528	59.6
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2015"	"2015"	213	354247	60.1
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2016"	"2016"	242	347293	69.7
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2017"	"2017"	204	333794	61.1
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2018"	"2018"	180	320253	56.2
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2014"	"2014"	203	366429	55.4
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2015"	"2015"	203	362086	56.1
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2016"	"2016"	276	355032	77.7
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2017"	"2017"	252	349040	72.2
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2018"	"2018"	242	334593	72.3
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2014"	"2014"	228	361498	63.1
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2015"	"2015"	240	367861	65.2
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2016"	"2016"	258	363167	71.0
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2017"	"2017"	260	356820	72.9
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2018"	"2018"	245	349764	70.0
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2014"	"2014"	236	339648	69.5
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2015"	"2015"	256	363310	70.5
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2016"	"2016"	284	369308	76.9
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2017"	"2017"	296	365332	81.0
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2018"	"2018"	322	357672	90.0
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2014"	"2014"	221	318586	69.4
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2015"	"2015"	267	341574	78.2
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2016"	"2016"	325	364443	89.2
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2017"	"2017"	303	371761	81.5
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2018"	"2018"	318	366168	86.8
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2014"	"2014"	238	307292	77.5
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2015"	"2015"	261	320712	81.4
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2016"	"2016"	308	342748	89.9
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2017"	"2017"	351	367108	95.6
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2018"	"2018"	348	372779	93.4
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2014"	"2014"	243	302980	80.2
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2015"	"2015"	271	309192	87.6
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2016"	"2016"	317	321526	98.6
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2017"	"2017"	362	345170	104.9
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2018"	"2018"	330	368069	89.7
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2014"	"2014"	255	302562	84.3
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2015"	"2015"	271	304709	88.9
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2016"	"2016"	310	309920	100.0
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2017"	"2017"	300	323857	92.6
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2018"	"2018"	380	346376	109.7
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2014"	"2014"	266	291234	91.3
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2015"	"2015"	307	304406	100.9
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2016"	"2016"	310	305426	101.5
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2017"	"2017"	329	312176	105.4
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2018"	"2018"	359	325150	110.4
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2014"	"2014"	302	295212	102.3
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2015"	"2015"	295	292868	100.7
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2016"	"2016"	360	304808	118.1
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2017"	"2017"	349	307531	113.5
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2018"	"2018"	378	313095	120.7
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2014"	"2014"	367	296572	123.7
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2015"	"2015"	354	296622	119.3
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2016"	"2016"	367	293147	125.2
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2017"	"2017"	369	306627	120.3
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2018"	"2018"	430	308173	139.5
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2014"	"2014"	357	295122	121.0
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2015"	"2015"	394	297736	132.3
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2016"	"2016"	397	296979	133.7
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2017"	"2017"	421	294953	142.7
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2018"	"2018"	420	307231	136.7
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2014"	"2014"	390	306420	127.3
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2015"	"2015"	411	296096	138.8
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2016"	"2016"	428	298153	143.6
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2017"	"2017"	452	298583	151.4
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2018"	"2018"	434	295448	146.9
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2014"	"2014"	428	287255	149.0
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2015"	"2015"	423	307267	137.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2016"	"2016"	455	296340	153.5
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2017"	"2017"	450	299601	150.2
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2018"	"2018"	510	298858	170.6
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2014"	"2014"	412	277202	148.6
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2015"	"2015"	492	288058	170.8
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2016"	"2016"	509	307407	165.6
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2017"	"2017"	512	297834	171.9
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2018"	"2018"	493	299784	164.5
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2014"	"2014"	459	274812	167.0
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2015"	"2015"	448	278050	161.1
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2016"	"2016"	549	288157	190.5
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2017"	"2017"	532	308794	172.3
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2018"	"2018"	560	297841	188.0
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2014"	"2014"	466	263668	176.7
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2015"	"2015"	495	275633	179.6
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2016"	"2016"	518	277990	186.3
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2017"	"2017"	510	289452	176.2
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2018"	"2018"	543	308652	175.9
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2014"	"2014"	535	271379	197.1
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2015"	"2015"	473	264517	178.8
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2016"	"2016"	555	275361	201.6
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2017"	"2017"	584	279465	209.0
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2018"	"2018"	631	289143	218.2
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2014"	"2014"	513	263518	194.7
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2015"	"2015"	513	272133	188.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2016"	"2016"	560	263982	212.1
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2017"	"2017"	626	276842	226.1
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2018"	"2018"	610	278968	218.7
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2014"	"2014"	601	272399	220.6
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2015"	"2015"	623	264005	236.0
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2016"	"2016"	588	271423	216.6
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2017"	"2017"	630	265238	237.5
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2018"	"2018"	633	276157	229.2
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2014"	"2014"	743	281955	263.5
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2015"	"2015"	675	272665	247.6
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2016"	"2016"	647	263414	245.6
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2017"	"2017"	710	272432	260.6
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2018"	"2018"	685	264594	258.9
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2014"	"2014"	753	295537	254.8
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2015"	"2015"	706	282181	250.2
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2016"	"2016"	749	272156	275.2
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2017"	"2017"	720	264229	272.5
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2018"	"2018"	728	271766	267.9
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2014"	"2014"	797	293123	271.9
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2015"	"2015"	844	295655	285.5
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2016"	"2016"	749	281563	266.0
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2017"	"2017"	731	272726	268.0
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2018"	"2018"	794	263408	301.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2014"	"2014"	859	272016	315.8
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2015"	"2015"	836	293152	285.2
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2016"	"2016"	923	294837	313.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2017"	"2017"	856	281985	303.6
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2018"	"2018"	852	271686	313.6
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2014"	"2014"	894	273902	326.4
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2015"	"2015"	921	271935	338.7
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2016"	"2016"	998	292192	341.6
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2017"	"2017"	1024	295130	347.0
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2018"	"2018"	961	280666	342.4
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2014"	"2014"	977	274362	356.1
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2015"	"2015"	1040	273529	380.2
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2016"	"2016"	951	271094	350.8
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2017"	"2017"	988	292396	337.9
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2018"	"2018"	1053	293713	358.5
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2014"	"2014"	1118	284038	393.6
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2015"	"2015"	1047	273907	382.2
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2016"	"2016"	1099	272767	402.9
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2017"	"2017"	1031	271224	380.1
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2018"	"2018"	1087	291076	373.4
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2014"	"2014"	1286	298046	431.5
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2015"	"2015"	1244	283529	438.8
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2016"	"2016"	1219	272942	446.6
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2017"	"2017"	1160	272658	425.4
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2018"	"2018"	1164	269808	431.4
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2014"	"2014"	1391	296930	468.5
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2015"	"2015"	1386	297402	466.0
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2016"	"2016"	1351	282305	478.6
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2017"	"2017"	1310	272490	480.8
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2018"	"2018"	1205	270894	444.8
