"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Male"	"M"	"6 years"	"6"	318	1573326	20.2
	"Black or African American"	"2054-5"	"Male"	"M"	"7 years"	"7"	299	1586116	18.9
	"Black or African American"	"2054-5"	"Male"	"M"	"8 years"	"8"	332	1587320	20.9
	"Black or African American"	"2054-5"	"Male"	"M"	"9 years"	"9"	306	1585665	19.3
	"Black or African American"	"2054-5"	"Male"	"M"	"10 years"	"10"	326	1579659	20.6
	"Black or African American"	"2054-5"	"Male"	"M"	"11 years"	"11"	332	1561864	21.3
	"Black or African American"	"2054-5"	"Male"	"M"	"12 years"	"12"	358	1549177	23.1
	"Black or African American"	"2054-5"	"Male"	"M"	"13 years"	"13"	465	1556271	29.9
	"Black or African American"	"2054-5"	"Male"	"M"	"14 years"	"14"	534	1577909	33.8
	"Black or African American"	"2054-5"	"Male"	"M"	"15 years"	"15"	853	1594556	53.5
	"Black or African American"	"2054-5"	"Male"	"M"	"16 years"	"16"	1242	1615731	76.9
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	1778	1631213	109.0
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	2501	1635853	152.9
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	2906	1647597	176.4
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	3103	1683265	184.3
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	3510	1725988	203.4
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	3676	1773669	207.3
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	3851	1819355	211.7
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	4001	1837812	217.7
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	4123	1815396	227.1
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	4011	1759144	228.0
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	3920	1684428	232.7
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	3993	1602596	249.2
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	3859	1527648	252.6
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	3724	1464504	254.3
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	3701	1425803	259.6
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	3798	1399569	271.4
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	3810	1378013	276.5
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	4037	1371324	294.4
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	4081	1358654	300.4
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	4031	1333841	302.2
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	4260	1306249	326.1
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	4390	1271517	345.3
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	4388	1233183	355.8
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	4443	1207090	368.1
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	4690	1197266	391.7
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	4616	1201524	384.2
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	5225	1225161	426.5
	"Black or African American"	"2054-5"	"Male"	"M"	"44 years"	"44"	5565	1244034	447.3
	"Black or African American"	"2054-5"	"Male"	"M"	"45 years"	"45"	6106	1251833	487.8
	"Black or African American"	"2054-5"	"Male"	"M"	"46 years"	"46"	6434	1253510	513.3
	"Black or African American"	"2054-5"	"Male"	"M"	"47 years"	"47"	6986	1244339	561.4
	"Black or African American"	"2054-5"	"Male"	"M"	"48 years"	"48"	7392	1235072	598.5
	"Black or African American"	"2054-5"	"Male"	"M"	"49 years"	"49"	8119	1236599	656.6
	"Black or African American"	"2054-5"	"Male"	"M"	"50 years"	"50"	8859	1254903	706.0
	"Black or African American"	"2054-5"	"Male"	"M"	"51 years"	"51"	9919	1268436	782.0
	"Black or African American"	"2054-5"	"Male"	"M"	"52 years"	"52"	10977	1279244	858.1
	"Black or African American"	"2054-5"	"Male"	"M"	"53 years"	"53"	11971	1280663	934.8
	"Black or African American"	"2054-5"	"Male"	"M"	"54 years"	"54"	13147	1275663	1030.6
	"Black or African American"	"2054-5"	"Male"	"M"	"55 years"	"55"	14145	1259834	1122.8
	"Black or African American"	"2054-5"	"Male"	"M"	"56 years"	"56"	15301	1239498	1234.5
	"Black or African American"	"2054-5"	"Male"	"M"	"57 years"	"57"	16672	1217897	1368.9
	"Black or African American"	"2054-5"	"Male"	"M"	"58 years"	"58"	17568	1184652	1483.0
	"Black or African American"	"2054-5"	"Male"	"M"	"59 years"	"59"	18230	1138603	1601.1
	"Black or African American"	"2054-5"	"Male"	"M"	"60 years"	"60"	19113	1089396	1754.5
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	19814	1033721	1916.8
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	20034	971998	2061.1
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	20583	918010	2242.1
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	20358	865458	2352.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	20604	815940	2525.2
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	20444	771933	2648.4
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	20198	731221	2762.2
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	19521	665728	2932.3
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	18711	604395	3095.8
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	18019	549357	3280.0
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	17585	500239	3515.3
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	16912	449758	3760.2
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	17079	418331	4082.7
	"Black or African American"	"2054-5"	"Male"	"M"	"74 years"	"74"	16927	386078	4384.3
	"Black or African American"	"2054-5"	"Male"	"M"	"75 years"	"75"	16668	354054	4707.8
	"Black or African American"	"2054-5"	"Male"	"M"	"76 years"	"76"	16050	321635	4990.1
	"Black or African American"	"2054-5"	"Male"	"M"	"77 years"	"77"	15704	293367	5353.0
	"Black or African American"	"2054-5"	"Male"	"M"	"78 years"	"78"	15469	269025	5750.0
	"Black or African American"	"2054-5"	"Male"	"M"	"79 years"	"79"	15396	244282	6302.6
	"Black or African American"	"2054-5"	"Male"	"M"	"80 years"	"80"	14979	220712	6786.7
	"Black or African American"	"2054-5"	"Male"	"M"	"81 years"	"81"	14468	198717	7280.7
	"Black or African American"	"2054-5"	"Male"	"M"	"82 years"	"82"	14160	177829	7962.7
	"Black or African American"	"2054-5"	"Male"	"M"	"83 years"	"83"	13589	156519	8682.0
	"Black or African American"	"2054-5"	"Male"	"M"	"84 years"	"84"	12668	137951	9183.0
	"Black or African American"	"2054-5"	"Male"	"M"	"85 years"	"85"	12024	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"86 years"	"86"	11164	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"87 years"	"87"	10579	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"88 years"	"88"	9886	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"89 years"	"89"	8773	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"90 years"	"90"	7993	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"91 years"	"91"	6974	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"92 years"	"92"	6079	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"93 years"	"93"	5000	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"94 years"	"94"	4116	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"95 years"	"95"	3366	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"96 years"	"96"	2626	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"97 years"	"97"	1801	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"98 years"	"98"	1396	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"99 years"	"99"	945	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"100+ years"	"100"	1937	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	57	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"0"	21608	4998284	432.3
	"White"	"2106-3"	"Female"	"F"	"1 year"	"1"	1560	5004943	31.2
	"White"	"2106-3"	"Female"	"F"	"2 years"	"2"	1059	5039675	21.0
	"White"	"2106-3"	"Female"	"F"	"3 years"	"3"	743	5060376	14.7
	"White"	"2106-3"	"Female"	"F"	"4 years"	"4"	640	5071789	12.6
	"White"	"2106-3"	"Female"	"F"	"5 years"	"5"	557	5089802	10.9
	"White"	"2106-3"	"Female"	"F"	"6 years"	"6"	495	5141998	9.6
	"White"	"2106-3"	"Female"	"F"	"7 years"	"7"	461	5200472	8.9
	"White"	"2106-3"	"Female"	"F"	"8 years"	"8"	510	5252543	9.7
	"White"	"2106-3"	"Female"	"F"	"9 years"	"9"	467	5310341	8.8
	"White"	"2106-3"	"Female"	"F"	"10 years"	"10"	426	5378402	7.9
	"White"	"2106-3"	"Female"	"F"	"11 years"	"11"	499	5410820	9.2
	"White"	"2106-3"	"Female"	"F"	"12 years"	"12"	561	5432868	10.3
	"White"	"2106-3"	"Female"	"F"	"13 years"	"13"	762	5485330	13.9
	"White"	"2106-3"	"Female"	"F"	"14 years"	"14"	937	5550386	16.9
	"White"	"2106-3"	"Female"	"F"	"15 years"	"15"	1059	5593530	18.9
	"White"	"2106-3"	"Female"	"F"	"16 years"	"16"	1464	5644246	25.9
	"White"	"2106-3"	"Female"	"F"	"17 years"	"17"	1655	5706133	29.0
	"White"	"2106-3"	"Female"	"F"	"18 years"	"18"	2058	5747875	35.8
	"White"	"2106-3"	"Female"	"F"	"19 years"	"19"	2271	5789383	39.2
	"White"	"2106-3"	"Female"	"F"	"20 years"	"20"	2501	5855773	42.7
	"White"	"2106-3"	"Female"	"F"	"21 years"	"21"	2830	5935577	47.7
	"White"	"2106-3"	"Female"	"F"	"22 years"	"22"	3143	6046746	52.0
	"White"	"2106-3"	"Female"	"F"	"23 years"	"23"	3270	6190502	52.8
	"White"	"2106-3"	"Female"	"F"	"24 years"	"24"	3549	6323879	56.1
	"White"	"2106-3"	"Female"	"F"	"25 years"	"25"	3884	6391618	60.8
	"White"	"2106-3"	"Female"	"F"	"26 years"	"26"	4149	6422274	64.6
	"White"	"2106-3"	"Female"	"F"	"27 years"	"27"	4500	6393569	70.4
	"White"	"2106-3"	"Female"	"F"	"28 years"	"28"	4849	6333053	76.6
	"White"	"2106-3"	"Female"	"F"	"29 years"	"29"	5056	6278882	80.5
	"White"	"2106-3"	"Female"	"F"	"30 years"	"30"	5300	6230094	85.1
	"White"	"2106-3"	"Female"	"F"	"31 years"	"31"	5676	6221590	91.2
	"White"	"2106-3"	"Female"	"F"	"32 years"	"32"	6073	6229090	97.5
	"White"	"2106-3"	"Female"	"F"	"33 years"	"33"	6414	6216049	103.2
	"White"	"2106-3"	"Female"	"F"	"34 years"	"34"	6515	6198636	105.1
	"White"	"2106-3"	"Female"	"F"	"35 years"	"35"	7034	6151434	114.3
	"White"	"2106-3"	"Female"	"F"	"36 years"	"36"	7341	6060974	121.1
	"White"	"2106-3"	"Female"	"F"	"37 years"	"37"	7575	5959512	127.1
	"White"	"2106-3"	"Female"	"F"	"38 years"	"38"	7766	5827428	133.3
	"White"	"2106-3"	"Female"	"F"	"39 years"	"39"	7945	5725677	138.8
	"White"	"2106-3"	"Female"	"F"	"40 years"	"40"	8390	5662642	148.2
	"White"	"2106-3"	"Female"	"F"	"41 years"	"41"	9037	5650914	159.9
	"White"	"2106-3"	"Female"	"F"	"42 years"	"42"	9918	5732699	173.0
	"White"	"2106-3"	"Female"	"F"	"43 years"	"43"	10942	5964264	183.5
	"White"	"2106-3"	"Female"	"F"	"44 years"	"44"	12290	6180601	198.8
	"White"	"2106-3"	"Female"	"F"	"45 years"	"45"	13627	6370824	213.9
	"White"	"2106-3"	"Female"	"F"	"46 years"	"46"	15188	6503675	233.5
	"White"	"2106-3"	"Female"	"F"	"47 years"	"47"	16376	6586348	248.6
	"White"	"2106-3"	"Female"	"F"	"48 years"	"48"	18093	6589901	274.6
	"White"	"2106-3"	"Female"	"F"	"49 years"	"49"	19804	6675136	296.7
	"White"	"2106-3"	"Female"	"F"	"50 years"	"50"	22350	6873778	325.1
	"White"	"2106-3"	"Female"	"F"	"51 years"	"51"	25239	7120017	354.5
	"White"	"2106-3"	"Female"	"F"	"52 years"	"52"	28459	7357855	386.8
	"White"	"2106-3"	"Female"	"F"	"53 years"	"53"	31605	7607176	415.5
	"White"	"2106-3"	"Female"	"F"	"54 years"	"54"	34623	7753633	446.5
	"White"	"2106-3"	"Female"	"F"	"55 years"	"55"	38043	7816489	486.7
	"White"	"2106-3"	"Female"	"F"	"56 years"	"56"	41451	7870379	526.7
	"White"	"2106-3"	"Female"	"F"	"57 years"	"57"	44303	7895917	561.1
	"White"	"2106-3"	"Female"	"F"	"58 years"	"58"	46612	7828216	595.4
	"White"	"2106-3"	"Female"	"F"	"59 years"	"59"	49404	7754569	637.1
	"White"	"2106-3"	"Female"	"F"	"60 years"	"60"	52095	7667366	679.4
	"White"	"2106-3"	"Female"	"F"	"61 years"	"61"	54493	7527929	723.9
	"White"	"2106-3"	"Female"	"F"	"62 years"	"62"	57215	7349715	778.5
	"White"	"2106-3"	"Female"	"F"	"63 years"	"63"	60260	7181329	839.1
	"White"	"2106-3"	"Female"	"F"	"64 years"	"64"	62496	6978131	895.6
	"White"	"2106-3"	"Female"	"F"	"65 years"	"65"	65897	6799261	969.2
	"White"	"2106-3"	"Female"	"F"	"66 years"	"66"	69773	6664030	1047.0
	"White"	"2106-3"	"Female"	"F"	"67 years"	"67"	76086	6666570	1141.3
	"White"	"2106-3"	"Female"	"F"	"68 years"	"68"	78929	6299915	1252.9
	"White"	"2106-3"	"Female"	"F"	"69 years"	"69"	82324	5965263	1380.1
	"White"	"2106-3"	"Female"	"F"	"70 years"	"70"	86287	5642152	1529.3
	"White"	"2106-3"	"Female"	"F"	"71 years"	"71"	90096	5365646	1679.1
	"White"	"2106-3"	"Female"	"F"	"72 years"	"72"	91585	4862421	1883.5
	"White"	"2106-3"	"Female"	"F"	"73 years"	"73"	95849	4665794	2054.3
	"White"	"2106-3"	"Female"	"F"	"74 years"	"74"	100436	4425604	2269.4
	"White"	"2106-3"	"Female"	"F"	"75 years"	"75"	104317	4156158	2509.9
	"White"	"2106-3"	"Female"	"F"	"76 years"	"76"	105286	3825833	2752.0
	"White"	"2106-3"	"Female"	"F"	"77 years"	"77"	109435	3576244	3060.1
	"White"	"2106-3"	"Female"	"F"	"78 years"	"78"	114585	3374917	3395.2
	"White"	"2106-3"	"Female"	"F"	"79 years"	"79"	121351	3200244	3791.9
	"White"	"2106-3"	"Female"	"F"	"80 years"	"80"	127744	3003331	4253.4
	"White"	"2106-3"	"Female"	"F"	"81 years"	"81"	133462	2822083	4729.2
	"White"	"2106-3"	"Female"	"F"	"82 years"	"82"	142132	2674270	5314.8
	"White"	"2106-3"	"Female"	"F"	"83 years"	"83"	150247	2533433	5930.6
	"White"	"2106-3"	"Female"	"F"	"84 years"	"84"	159031	2393436	6644.5
	"White"	"2106-3"	"Female"	"F"	"85 years"	"85"	168407	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"86 years"	"86"	176474	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"87 years"	"87"	184416	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"88 years"	"88"	188566	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"89 years"	"89"	189759	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"90 years"	"90"	190722	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"91 years"	"91"	184806	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"92 years"	"92"	174739	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"93 years"	"93"	160654	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"94 years"	"94"	142928	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"95 years"	"95"	122041	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"96 years"	"96"	101336	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"97 years"	"97"	80742	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"98 years"	"98"	61920	Not Applicable	Not Applicable
